seller_uuid,seller_name,profile_photo_url,seller_profile_url,seller_rating,total_reviews,contact_methods,email_address,phone_number,physical_address,verification_status,seller_status,enforcement_status,map_compliance_status,associated_listings,date_added,last_updated,blacklisted,counterfeiter,priority_seller,seller_note,seller_id,admin_priority_seller,known_counterfeiter,seller_admin_stage,seller_investigation,seller_stage,seller_state
e43076aa-865a-4f81-a82d-4208f2843bd6,-ATHQ-,https://m.media-amazon.com/images/I/11Fbdm1JJUL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1ERSHXFJW1S9Q,4.90,222,[],,,"26 Commerce Road Suite B, FAIRFIELD, NJ, 07004, US",Unverified,New,None,Compliant,0,2025-07-18 19:34:56.379,2025-07-18 19:34:56.283,false,false,false,,A1ERSHXFJW1S9Q,false,false,NA,NotStarted,NA,
e43e3c5f-2524-4799-a438-7f177c1e4673,"LLC,",,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A367PL1CKZ3RA8,4.90,248,[],,,"18 Stillo Dr, Airmont, NY, 10952, US",Unverified,New,None,Compliant,0,2025-07-16 19:48:05.765,2025-07-16 19:48:05.676,false,false,false,,A367PL1CKZ3RA8,false,false,NA,NotStarted,NA,
e80e4cbf-9e90-4fe5-b487-5019acd48734,eTechtronics (Your Trusted Online Retailer),,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3UQFZV91RE0UX,3.60,166,[],,,"1600 Airport Freeway STE 108, Bedford, Texas, 76022, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:18.686,2025-07-16 19:47:18.588,false,false,false,,A3UQFZV91RE0UX,false,false,NA,NotStarted,NA,
e92bb054-4d90-452d-9521-dc63a4c45426,Networkstore,https://m.media-amazon.com/images/I/11st3KqSTaL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AR1FTLUUZC24W,4.70,1049,[],,,"41 Main St, BOLTON, MA, 01740, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:10.815,2025-07-18 19:35:10.724,false,false,false,,AR1FTLUUZC24W,false,false,NA,NotStarted,NA,
e99e2879-8ad1-4815-a12c-6e5adf717009,Wright Stuff BRZ,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=ACEAFK3E7E4J4,4.60,22,[],,,"5316 Kerley Rd, DURHAM, NC, 27705, US",Unverified,New,None,Compliant,0,2025-07-18 19:36:00.641,2025-07-18 19:36:00.539,false,false,false,,ACEAFK3E7E4J4,false,false,NA,NotStarted,NA,
ea882f78-4e12-489d-b7eb-8bbefe01b1a4,Choice Electronics(Serial Numbers Recorded),https://m.media-amazon.com/images/I/01NiUGW9xHL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A18UQSTHS8A7FY,4.70,181,[],,,"478 Albany Ave, Suite #5, Brooklyn, NY, 11203, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:13.71,2025-07-18 19:35:13.618,false,false,false,,A18UQSTHS8A7FY,false,false,NA,NotStarted,NA,
eaac846d-98b9-419e-a583-3fc9c5390b75,2DaySale,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AUV5OXA4KGE56,4.10,63,[],,,"1316 Gravesend Neck Rd, brooklyn, NY, 11229, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:22.115,2025-07-18 19:35:22.013,false,false,false,,AUV5OXA4KGE56,false,false,NA,NotStarted,NA,
eacd6500-4524-437d-82b7-46889866cd35,Abe's Electronics Center,https://m.media-amazon.com/images/I/41Ve8BzajaL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3DI1PQ3I3V3R1,4.90,660,"[""800-992-2237""]",,800-992-2237,"1805 lower road, LINDEN, NJ, 07036, US",Unverified,New,None,Compliant,0,2025-07-16 19:47:32.744,2025-07-16 19:47:32.65,false,false,false,,A3DI1PQ3I3V3R1,false,false,NA,NotStarted,NA,
ec97f193-14bb-4407-8a68-26c880d66334,Ignsan,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2PW3LJ1CVIUWN,2.70,25,[],,,"9904 vikki terrace, austin, Texas, 78736, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:58.264,2025-07-18 19:35:58.163,false,false,false,,A2PW3LJ1CVIUWN,false,false,NA,NotStarted,NA,
ecd2709c-7b84-4744-9c09-3b02c86b9ff3,Dynamic L.L.C.(NO ANY WARRANTY & We Record S/N),,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2KVYHSU4SW0AD,3.40,12,[],,,"3000 OLD ALABAMA RD STE 119-265, Alpharetta, GA, 30022, US",Unverified,New,None,Compliant,0,2025-07-17 17:32:19.516,2025-07-17 17:32:19.422,false,false,false,,A2KVYHSU4SW0AD,false,false,NA,NotStarted,NA,
ee6bba4f-3b5a-4be8-b054-ca3826085adb,HSYT Products,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A4YASSAQJILRP,4.90,42,[],,,"36 TRUDY LN, Lakewood, NJ, 08701-4676, US",Unverified,New,None,Compliant,0,2025-07-16 19:45:43.039,2025-07-16 19:45:42.917,false,false,false,,A4YASSAQJILRP,false,false,NA,NotStarted,NA,
ef5a96b9-7941-4122-a71d-38dc4387c491,Critical Commodity,https://m.media-amazon.com/images/I/41FDgNwjCWL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A5QXFY2WRENAU,5.00,65,[],,,"3952 Clairemont Mesa Blvd, Suite D #185, SAN DIEGO, CA, 92117, US",Unverified,New,None,Compliant,0,2025-07-16 19:50:03.344,2025-07-16 19:50:03.241,false,false,false,,A5QXFY2WRENAU,false,false,NA,NotStarted,NA,
f068db76-28ea-4b3d-9526-f247f26cc13b,Wholesale Broker (We Record SN),https://m.media-amazon.com/images/I/21Vkxai4uDL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2BFG2PG2MXE93,1.70,11,"[""1-855-777-9966""]",,1-855-777-9966,"4370 NW 120Th AVE, CORAL SPRINGS, FL, 33065, US",Unverified,New,None,Compliant,0,2025-07-16 19:48:20.483,2025-07-16 19:48:20.381,false,false,false,,A2BFG2PG2MXE93,false,false,NA,NotStarted,NA,
f2b2a2b6-9390-4952-8fd1-26e220a6dd1d,Essence of Quality ™ (S/N Recorded),https://m.media-amazon.com/images/I/01R90dnmiBL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2L5TO1DJYOPFJ,4.20,92,[],,,"3330 sw 4th st, deerfield beach, FL, 33442, US",Unverified,New,None,Compliant,0,2025-07-16 19:49:10.047,2025-07-16 19:49:09.958,false,false,false,,A2L5TO1DJYOPFJ,false,false,NA,NotStarted,NA,
f2c27867-92a5-4b27-80a1-e5c12d45f08e,Ajay Sales LLC,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3LR8BOM4YJNNN,4.40,55,[],,,"644 CROSS ST UNIT 11, LAKEWOOD, NJ, 08701-4654, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:50.066,2025-07-18 19:35:49.968,false,false,false,,A3LR8BOM4YJNNN,false,false,NA,NotStarted,NA,
f31a4c78-4159-43d7-a782-ec8b07f95a32,Used items guys,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AIZAMORQDYACM,4.80,4,[],,,"905 wigwam dr, Danville, Virginia, 24540, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:19.674,2025-07-18 19:35:19.582,false,false,false,,AIZAMORQDYACM,false,false,NA,NotStarted,NA,
f75fb422-cd19-4fe2-bdd9-1599e8c0dc28,Joe4God,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=AVJA01IKTQXT7,5.00,3,[],,,"1807 OAKLAND MILLS RD., MOUNT PLEASANT, IA, 52641, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:53.685,2025-07-18 19:35:53.579,false,false,false,,AVJA01IKTQXT7,false,false,NA,NotStarted,NA,
f7c4d3c6-6688-405b-ae0b-78658689af6d,Tech Depots(We Record SN),,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3JM8C06FVDBY4,3.60,44,"[""662-855-1839""]",,662-855-1839,"429 GREEN SPRINGS HWY, STE 161, BIRMINGHAM, AL, 35209, US",Unverified,New,None,Compliant,0,2025-07-16 19:48:32.434,2025-07-16 19:48:32.333,false,false,false,,A3JM8C06FVDBY4,false,false,NA,NotStarted,NA,
f80147d1-a1cf-437c-b525-a06314614675,Usmakebox,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A3U8TNG85UGK3X,3.20,47,[],,,"548 MARKET ST NUM 437637, San Francisco, CA, 94104, US",Unverified,New,None,Compliant,0,2025-07-16 19:48:41.767,2025-07-16 19:48:41.658,false,false,false,,A3U8TNG85UGK3X,false,false,NA,NotStarted,NA,
f8fefe05-03a5-47cf-bbf1-29ca843da318,Slick Returns,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A7BUW7D23UO8R,4.60,76,[],,,"16 Grandview dr, Lakewood, Nj, 08701, US",Unverified,New,None,Compliant,0,2025-07-16 19:49:51.835,2025-07-16 19:49:51.73,false,false,false,,A7BUW7D23UO8R,false,false,NA,NotStarted,NA,
f935fc35-5a9c-417a-b174-1f620fb55288,Fanci Innovations LLC,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A10DUGJTEGDXWY,3.70,282,[],,,"223 WARREN ST, GLENS FALLS, NY, 12801-3713, US",Unverified,New,None,Compliant,0,2025-07-16 19:48:35.182,2025-07-16 19:48:35.077,false,false,false,,A10DUGJTEGDXWY,false,false,NA,NotStarted,NA,
fa8e9c11-a8a7-4e28-aa6b-1e7eabf95343,The Factory Depot,https://m.media-amazon.com/images/I/11DCQWwj1lL.gif,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A29PHU0KPCGV8S,3.30,795,"[""800-610-6184""]",,800-610-6184,"3755 Lincoln Street, Unit B, RIVERSIDE, CA, 92503, US",Unverified,New,None,Compliant,0,2025-07-16 19:49:48.274,2025-07-16 19:49:48.168,false,false,false,,A29PHU0KPCGV8S,false,false,NA,NotStarted,NA,
fb872fab-cfb5-49b3-8266-b7faec2ab12e,Beach Camera Same Day Shipping,https://m.media-amazon.com/images/I/11mDUqW6bqL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A13BNE3P7C8THK,4.70,2970,"[""1-800-572-3224""]",,1-800-572-3224,"80 Carter Dr, Edison, NJ, 08817, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:19.809,2025-07-18 19:35:19.708,false,false,false,,A13BNE3P7C8THK,false,false,NA,NotStarted,NA,
fc33fcd1-0bec-4870-bb90-236684ef85c1,Out Of This World Electronics,https://m.media-amazon.com/images/I/31hU-pRjwYL.jpg,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2W280CVTH2ZSW,3.60,33,[],,,"44201 NOBEL DRIVE, Fremont, CA, 94538, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:33.014,2025-07-18 19:35:32.909,false,false,false,,A2W280CVTH2ZSW,false,false,NA,NotStarted,NA,
fca2898a-3c7d-4b53-9fad-b33b7c1d5e2c,Amazon Germany,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A2DKF1L73WUF4Q,,,[],,,"Marcel-Breuer-Str. 12, Munich, 80807, DE",Unverified,New,None,Compliant,0,2025-07-18 19:35:11.85,2025-07-18 19:35:11.758,false,false,false,,A2DKF1L73WUF4Q,false,false,NA,NotStarted,NA,
fee97a18-4058-44cd-b905-5ce03b66611f,Peak Aura Shop,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A1Z6XJT9NL8KD,4.90,54,[],,,"618 Rotayo Rd, Nanaimo, British Columbia, V9R 0L1, CA",Unverified,New,None,Compliant,0,2025-07-16 19:49:12.385,2025-07-16 19:49:12.293,false,false,false,,A1Z6XJT9NL8KD,false,false,NA,NotStarted,NA,
ff81a443-586e-4633-b7e7-7169481a4c77,kino rv,,https://www.amazon.com/s?ie=UTF8&marketplaceID=ATVPDKIKX0DER&me=A12YBXULW8VRNG,5.00,1,[],,,"494 traverse dr, COSTA MESA, CA, 92626, US",Unverified,New,None,Compliant,0,2025-07-18 19:35:04.472,2025-07-18 19:35:04.372,false,false,false,,A12YBXULW8VRNG,false,false,NA,NotStarted,NA,
